"Marker","pAUC","pAUC_low","pAUC_hi","Biomarker"
"AARSD1",0.00496031746031746,0,0.0242063492063492,"No"
"ABHD14B",0.00873015873015873,0,0.0319444444444444,"No"
"ABL1",0.0172619047619047,0.00476190476190476,0.0351190476190476,"No"
"ACAA1",0.00535714285714286,0,0.0220238095238095,"No"
"ACAN",0.010515873015873,0.000396825396825395,0.0337301587301587,"No"
"ACE2",0,0,0.0126994047619046,"No"
"ACOX1",0.00892857142857143,0.000595238095238095,0.0226190476190476,"No"
"ACP5",0.00476190476190476,0,0.0246031746031746,"No"
"ACP6",0.0166666666666667,0.000793650793650791,0.0444444444444444,"No"
"ACTA2",0.00813492063492063,0.000198412698412698,0.0277777777777778,"No"
"ACTN4",0.00456349206349206,0,0.0218253968253968,"No"
"ACVRL1",0.00932539682539683,0.00119047619047619,0.0228184523809522,"No"
"ACY1",0.00198412698412698,0,0.0111111111111111,"No"
"ADA",0.00555555555555555,0,0.0263888888888889,"No"
"ADA2",0.0204365079365079,0.00297619047619047,0.0502003968253965,"No"
"ADAM15",0.0113095238095238,0.00138888888888888,0.026984126984127,"No"
"ADAM22",0.0136904761904762,0.00257837301587302,0.03809623015873,"No"
"ADAM23",0.00555555555555555,0,0.0204374999999998,"No"
"ADAM8",0.0285714285714286,0.00853174603174603,0.0529761904761905,"Yes"
"ADAMTS13",0.00595238095238095,0,0.0317460317460317,"No"
"ADAMTS15",0.0117063492063492,0.000595238095238095,0.0325396825396825,"No"
"ADAMTS16",0.0121031746031746,0.000992063492063489,0.0361111111111111,"No"
"ADAMTS8",0.00575396825396826,0,0.0166676587301586,"No"
"ADCYAP1R1",0.00694444444444445,0,0.0291666666666667,"No"
"ADGRB3",0.00714285714285714,0,0.025,"No"
"ADGRE2",0.0119047619047619,0.000793650793650791,0.0359136904761903,"No"
"ADGRG1",0.0184523809523809,0.00595238095238095,0.0347232142857141,"Yes"
"ADGRG2",0.00674603174603174,0,0.0214285714285714,"No"
"ADH4",0.00992063492063491,0.000793650793650791,0.0305555555555555,"No"
"ADM",0.00297619047619047,0,0.0279761904761905,"No"
"AFP",0.00555555555555555,0,0.0166666666666667,"No"
"AGER",0.00555555555555555,0,0.0279781746031743,"No"
"AGR2",0.00952380952380951,0.000992063492063492,0.0311517857142856,"No"
"AGR3",0.00575396825396825,0,0.0160714285714286,"No"
"AGRN",0.0165674603174603,0.00416666666666667,0.0343263888888887,"No"
"AGRP",0.00416666666666666,0,0.0176587301587301,"No"
"AGXT",0.0101190476190476,0.000595238095238093,0.0267857142857143,"No"
"AHCY",0.0194444444444444,0.00436507936507936,0.0398819444444443,"No"
"AHSP",0.00555555555555555,0,0.025,"No"
"AIF1",0.0188492063492063,0.00376984126984127,0.0400793650793651,"No"
"AIFM1",0.00714285714285713,0,0.0222222222222222,"No"
"AK1",0.00218253968253968,0,0.0200396825396825,"No"
"AKR1B1",0.00138888888888889,0,0.0101190476190476,"No"
"AKR1C4",0.00297619047619047,0,0.016468253968254,"No"
"AKT1S1",0.0107142857142857,0.00138789682539683,0.0291666666666667,"No"
"AKT3",0.00912698412698412,0.000396825396825395,0.0251994047619046,"No"
"ALCAM",0.00496031746031746,0,0.027580357142857,"No"
"ALDH1A1",0.00238095238095238,0,0.0222232142857141,"No"
"ALDH3A1",0.00892857142857143,0,0.0325396825396825,"No"
"ALPP",0.00932539682539682,0,0.0327380952380952,"No"
"AMBN",0.0115079365079365,0.00178571428571429,0.0321438492063491,"No"
"AMBP",0.00456349206349206,0,0.0273819444444443,"No"
"AMFR",0.00535714285714286,0,0.0246051587301584,"No"
"AMIGO2",0.0214285714285714,0.00773809523809524,0.0392857142857143,"Yes"
"AMN",0.00496031746031746,0,0.0182549603174602,"No"
"AMY2A",0.0121031746031746,0.00218253968253968,0.0297619047619048,"No"
"AMY2B",0.0126984126984127,0.00178571428571429,0.0325396825396825,"No"
"ANG",0.00357142857142857,0,0.0242063492063492,"No"
"ANGPT1",0,0,0.0101190476190476,"No"
"ANGPT2",0.00416666666666667,0,0.0188492063492063,"No"
"ANGPTL1",0.00654761904761905,0,0.0259920634920635,"No"
"ANGPTL2",0.0148809523809524,0.00257837301587302,0.0339285714285714,"No"
"ANGPTL3",0.0125,0.00218253968253968,0.0283740079365078,"No"
"ANGPTL4",0.0123015873015873,0.000793650793650793,0.0341269841269841,"No"
"ANGPTL7",0.00476190476190476,0,0.0176587301587302,"No"
"ANKRD54",0,0,0.00734126984126984,"No"
"ANPEP",0.00773809523809524,0,0.023612103174603,"No"
"ANXA10",0.0178571428571429,0.00357142857142857,0.0390873015873016,"No"
"ANXA11",0.0130952380952381,0.000595238095238093,0.0386904761904762,"No"
"ANXA3",0.0208333333333333,0.00198412698412698,0.0486111111111111,"No"
"ANXA4",0.0150793650793651,0.000992063492063489,0.0404761904761905,"No"
"ANXA5",0.019047619047619,0.00257936507936508,0.0434543650793648,"No"
"AOC1",0.000992063492063492,0,0.0132946428571427,"No"
"AOC3",0.0128968253968254,0.00198313492063493,0.032143849206349,"No"
"APBB1IP",0.0214285714285714,0.00178571428571429,0.0519851190476189,"No"
"APEX1",0.016468253968254,0.000595238095238095,0.0488095238095238,"No"
"APLP1",0.00992063492063491,0.000992063492063492,0.0234126984126984,"No"
"APOH",0.00714285714285714,0,0.0259930555555554,"No"
"APOM",0.00972222222222222,0.000594246031746039,0.0317470238095236,"No"
"APP",0.00119047619047619,0,0.0158730158730159,"No"
"APRT",0.00833333333333333,0.000396825396825395,0.0265873015873016,"No"
"AREG",0.00555555555555555,0,0.0180565476190475,"No"
"ARG1",0.0224206349206349,0.00119047619047619,0.0492063492063492,"No"
"ARHGAP1",0.0128968253968254,0.00238095238095238,0.0325406746031744,"No"
"ARHGAP25",0.0238095238095238,0.00297619047619048,0.0494047619047619,"No"
"ARHGEF12",0.000595238095238095,0,0.00813591269841254,"No"
"ARID4B",0.0130952380952381,0.00257837301587302,0.0303571428571428,"No"
"ARNT",0.0126984126984127,0.00277777777777778,0.026984126984127,"No"
"ARSA",0.00873015873015872,0,0.0355168650793649,"No"
"ARSB",0.00773809523809524,0,0.025,"No"
"ART3",0.00555555555555555,0,0.0283740079365078,"No"
"ARTN",0.00912698412698412,0.000595238095238093,0.027580357142857,"No"
"ASAH2",0.00317460317460318,0,0.0257946428571427,"No"
"ASGR1",0.00674603174603174,0,0.0242063492063492,"No"
"ATF2",0.00813492063492063,0,0.0313511904761902,"No"
"ATG4A",0.00853174603174603,0,0.0244057539682538,"No"
"ATOX1",0.0208333333333333,0.00634920634920635,0.0436517857142856,"Yes"
"ATP5IF1",0.00753968253968254,0,0.0259930555555554,"No"
"ATP5PO",0.00257936507936508,0,0.0166666666666667,"No"
"ATP6AP2",0.0166666666666667,0.00396825396825397,0.0353174603174603,"No"
"ATP6V1D",0.00892857142857143,0,0.0307539682539682,"No"
"ATP6V1F",0.00753968253968253,0,0.023015873015873,"No"
"ATXN10",0.00476190476190476,0,0.0259920634920635,"No"
"AXIN1",0.00813492063492063,0.000197420634920644,0.030952380952381,"No"
"AXL",0.00833333333333333,0,0.0238095238095238,"No"
"AZU1",0.0234126984126984,0.00297619047619047,0.0456349206349206,"No"
"B4GALT1",0.00535714285714286,0,0.019047619047619,"No"
"B4GAT1",0.0202380952380952,0.00535714285714286,0.042063492063492,"Yes"
"BACH1",0.025,0.0043640873015873,0.0484126984126984,"No"
"BAG3",0.00892857142857143,0.000396825396825395,0.025,"No"
"BAG6",0.0126984126984127,0.00257936507936508,0.0295634920634921,"No"
"BAIAP2",0.00178571428571429,0,0.00912698412698412,"No"
"BAMBI",0.00892857142857143,0,0.0263888888888889,"No"
"BANK1",0.0111111111111111,0.000793650793650791,0.0293650793650794,"No"
"BAX",0.0107142857142857,0.00138888888888888,0.028968253968254,"No"
"BCAM",0.0146825396825397,0.00337301587301587,0.0305555555555555,"No"
"BCAN",0.010515873015873,0,0.029563492063492,"No"
"BCL2L11",0.00357142857142857,0,0.0148809523809524,"No"
"BCR",0.0132936507936508,0.000992063492063492,0.0386904761904762,"No"
"BGN",0.00694444444444445,0,0.0230168650793649,"No"
"BID",0.0160714285714286,0.0047609126984127,0.0327380952380952,"No"
"BIN2",0.0150793650793651,0.00277777777777777,0.0333343253968252,"No"
"BIRC2",0.0165385251322751,0.00357142857142857,0.0422619047619048,"No"
"BLMH",0.00932539682539682,0,0.0273809523809524,"No"
"BLVRB",0.00714285714285714,0,0.0202380952380952,"No"
"BMP4",0.00515873015873016,0,0.0242063492063492,"No"
"BMP6",0.00932539682539682,0,0.0297619047619047,"No"
"BOC",0.00198412698412698,0,0.019643849206349,"No"
"BPIFB1",0.00496031746031746,0,0.0224206349206349,"No"
"BRK1",0.0113095238095238,0.00138888888888889,0.0271825396825397,"No"
"BSG",0.0138888888888889,0.00357142857142857,0.0301587301587301,"No"
"BST1",0.010515873015873,0.00119047619047619,0.0307539682539682,"No"
"BST2",0.00396825396825397,0,0.0158730158730159,"No"
"BTC",0.00138888888888889,0,0.00873065476190468,"No"
"BTN2A1",0.00773809523809524,0,0.0251984126984127,"No"
"BTN3A2",0.0238095238095238,0.00535714285714286,0.0527787698412697,"Yes"
"C19orf12",0.00357142857142857,0,0.0188492063492063,"No"
"C1QA",0.00396825396825397,0,0.0156746031746032,"No"
"C1QTNF1",0.016765873015873,0.00138888888888888,0.0386914682539681,"No"
"C2",0.0130952380952381,0.00238095238095238,0.034127976190476,"No"
"C2CD2L",0.014484126984127,0.00119047619047619,0.0410714285714286,"No"
"C4BPB",0.00476190476190476,0,0.0194444444444444,"No"
"CA1",0.0109126984126984,0.00119047619047619,0.0309523809523809,"No"
"CA11",0.00337301587301587,0,0.0119047619047619,"No"
"CA12",0.00515873015873016,0,0.0214285714285714,"No"
"CA13",0.0113095238095238,0.000992063492063489,0.0287708333333332,"No"
"CA14",0.00873015873015872,0.000198412698412698,0.0309523809523809,"No"
"CA2",0.00496031746031746,0,0.0212311507936506,"No"
"CA3",0.00615079365079365,0,0.0263888888888889,"No"
"CA4",0.0125,0.000595238095238093,0.0375,"No"
"CA5A",0.00555555555555555,0,0.0281755952380951,"No"
"CA6",0.00833333333333333,0,0.0319444444444444,"No"
"CA9",0.00873015873015873,0.000595238095238095,0.0224206349206349,"No"
"CALB1",0.00793650793650794,0,0.0248015873015873,"No"
"CALB2",0.0188492063492063,0.00634920634920635,0.041468253968254,"Yes"
"CALCA",0.00496031746031746,0,0.0242073412698411,"No"
"CALCOCO1",0.00714285714285714,0,0.0255952380952381,"No"
"CAMKK1",0.0182539682539682,0,0.05059623015873,"No"
"CANT1",0.00892857142857143,0,0.0267857142857143,"No"
"CAPG",0.0212301587301587,0.00178571428571428,0.0432539682539682,"No"
"CARHSP1",0.00238095238095238,0,0.0138888888888889,"No"
"CASC4",0.00714285714285714,0,0.0200396825396825,"No"
"CASP1",0.0160714285714286,0.00376984126984127,0.0422619047619048,"No"
"CASP10",0.021031746031746,0.000992063492063489,0.0496041666666665,"No"
"CASP2",0.014484126984127,0.00178472222222223,0.0321428571428571,"No"
"CASP3",0.00496031746031746,0,0.025,"No"
"CASP8",0.0186507936507937,0,0.0446428571428571,"No"
"CBLIF",0.0146825396825397,0.00178571428571429,0.0367063492063492,"No"
"CBLN4",0.0142857142857143,0.00178571428571429,0.0327380952380952,"No"
"CC2D1A",0.016468253968254,0.00277777777777777,0.0378988095238092,"No"
"CCDC80",0.0140873015873016,0.000595238095238095,0.0384920634920635,"No"
"CCL11",0.0132936507936508,0.00198313492063492,0.0343253968253968,"No"
"CCL13",0.0109126984126984,0.00178571428571429,0.0267857142857143,"No"
"CCL14",0.0138888888888889,0.000793650793650791,0.0325396825396825,"No"
"CCL15",0.0107142857142857,0.000992063492063489,0.0275793650793651,"No"
"CCL16",0.00833333333333333,0,0.0309523809523809,"No"
"CCL17",0.0101190476190476,0.000595238095238095,0.0375,"No"
"CCL18",0.0148809523809524,0.00238095238095238,0.0378978174603173,"No"
"CCL19",0.00634920634920634,0,0.0263888888888889,"No"
"CCL2",0.010515873015873,0,0.0353174603174603,"No"
"CCL20",0.014484126984127,0.00277777777777778,0.035515873015873,"No"
"CCL21",0.0128968253968254,0.000793650793650791,0.0303571428571428,"No"
"CCL22",0.0152777777777778,0.00277777777777778,0.0376984126984127,"No"
"CCL23",0.00376984126984127,0,0.0134920634920635,"No"
"CCL24",0.00357142857142857,0,0.0285724206349205,"No"
"CCL25",0.000992063492063492,0,0.0178571428571429,"No"
"CCL26",0.00912698412698412,0.000396825396825395,0.0244057539682538,"No"
"CCL27",0.0170634920634921,0.00138888888888888,0.0442470238095236,"No"
"CCL28",0.0134920634920635,0.00218253968253968,0.0331359126984125,"No"
"CCL3",0.0220238095238095,0.00833333333333333,0.0424613095238094,"Yes"
"CCL4",0.00714285714285714,0,0.0200396825396825,"No"
"CCL5",0.00694444444444444,0,0.033531746031746,"No"
"CCL7",0.0279761904761905,0.0107142857142857,0.0503968253968254,"Yes"
"CCL8",0.00734126984126984,0,0.0283730158730159,"No"
"CCN1",0.0119047619047619,0.00178571428571428,0.0329365079365079,"No"
"CCN2",0.00178571428571429,0,0.0125,"No"
"CCN3",0.0107142857142857,0.000595238095238095,0.0271825396825397,"No"
"CCS",0.00337301587301587,0,0.0184523809523809,"No"
"CCT5",0.00773809523809524,0,0.0279761904761905,"No"
"CD109",0.00714285714285714,0,0.0200396825396825,"No"
"CD14",0.00535714285714286,0,0.019047619047619,"No"
"CD160",0.0246031746031746,0.00654761904761905,0.0480168650793649,"Yes"
"CD163",0.0146825396825397,0.00178571428571429,0.0329365079365079,"No"
"CD164",0.00833333333333333,0,0.0317460317460317,"No"
"CD177",0.00634920634920635,0,0.0257936507936508,"No"
"CD1C",0.0113095238095238,0,0.0436517857142856,"No"
"CD200",0.00892857142857142,0.000198412698412698,0.029564484126984,"No"
"CD200R1",0.00357142857142857,0,0.0146825396825397,"No"
"CD207",0.0128968253968254,0.00178571428571429,0.0347222222222222,"No"
"CD209",0.00535714285714286,0,0.025,"No"
"CD22",0.0136904761904762,0,0.0373015873015873,"No"
"CD244",0.0101190476190476,0.00119047619047619,0.0283730158730159,"No"
"CD27",0.0101190476190476,0.000992063492063492,0.0317460317460317,"No"
"CD274",0.0119047619047619,0,0.0410714285714286,"No"
"CD276",0.00912698412698412,0.000595238095238095,0.0261904761904762,"No"
"CD28",0.0131944444444444,0.000396825396825395,0.0349206349206349,"No"
"CD2AP",0.00119047619047619,0,0.0128968253968254,"No"
"CD300C",0.00972222222222223,0.000396825396825395,0.0287698412698413,"No"
"CD300E",0.0297619047619048,0.0148809523809524,0.0488095238095238,"Yes"
"CD300LF",0.00297619047619048,0,0.0152777777777778,"No"
"CD300LG",0.00476190476190476,0,0.0154761904761905,"No"
"CD302",0.0142857142857143,0.00357142857142857,0.0305555555555555,"No"
"CD33",0.0111111111111111,0,0.0317460317460317,"No"
"CD34",0.0113095238095238,0.00178571428571429,0.0291676587301586,"No"
"CD38",0.0115079365079365,0,0.0333333333333333,"No"
"CD4",0.0170634920634921,0.00357142857142857,0.0428571428571428,"No"
"CD40",0.00416666666666666,0,0.0212301587301587,"No"
"CD40LG",0.00833333333333333,0.000396825396825395,0.0281746031746032,"No"
"CD46",0.00674603174603175,0,0.023015873015873,"No"
"CD48",0.0172619047619048,0.00257936507936508,0.0373015873015873,"No"
"CD5",0.0126984126984127,0.000793650793650791,0.0337301587301587,"No"
"CD55",0.00476190476190476,0,0.0168650793650794,"No"
"CD58",0.00496031746031746,0,0.0148819444444443,"No"
"CD59",0.00853174603174603,0.000595238095238095,0.0232142857142857,"No"
"CD6",0.00793650793650793,0,0.0289692460317459,"No"
"CD63",0.0148809523809524,0.00277777777777778,0.0376984126984127,"No"
"CD69",0.00694444444444445,0,0.0273809523809524,"No"
"CD70",0.0160714285714286,0.00357142857142857,0.0331349206349206,"No"
"CD74",0.0220238095238095,0.0057529761904762,0.0456359126984125,"Yes"
"CD79B",0.0115079365079365,0.000595238095238095,0.0307549603174602,"No"
"CD83",0.0152777777777778,0.00257936507936508,0.0410714285714286,"No"
"CD84",0.000793650793650793,0,0.0140873015873016,"No"
"CD8A",0.00317460317460317,0,0.0146835317460316,"No"
"CD93",0.00714285714285714,0,0.0194444444444444,"No"
"CD97",0.0220238095238095,0.00654761904761905,0.041468253968254,"Yes"
"CD99",0.00476190476190476,0,0.0248015873015873,"No"
"CD99L2",0.00595238095238095,0,0.031548611111111,"No"
"CDC27",0.0142857142857143,0,0.0396845238095235,"No"
"CDC37",0.00892857142857142,0.000198412698412698,0.0357142857142857,"No"
"CDCP1",0.0150793650793651,0.000595238095238093,0.0373015873015873,"No"
"CDH1",0.00456349206349205,0,0.0323412698412698,"No"
"CDH15",0.00515873015873016,0,0.0238095238095238,"No"
"CDH17",0.0142857142857143,0.000992063492063489,0.042063492063492,"No"
"CDH2",0.0196428571428571,0.00634920634920634,0.0376984126984127,"Yes"
"CDH3",0.00714285714285714,0,0.0208333333333333,"No"
"CDH5",0.00138888888888889,0,0.0134920634920635,"No"
"CDH6",0.00138888888888889,0,0.00952480158730142,"No"
"CDHR1",0.00773809523809522,0,0.0361111111111111,"No"
"CDHR2",0.00297619047619048,0,0.0168660714285713,"No"
"CDHR5",0.00833333333333333,0,0.029563492063492,"No"
"CDKN1A",0.00932539682539682,0.000198412698412698,0.0273819444444443,"No"
"CDKN2D",0.0172619047619048,0.00555555555555555,0.0331349206349206,"Yes"
"CDNF",0.0119047619047619,0.00198412698412698,0.0283730158730159,"No"
"CDON",0.00376984126984126,0,0.0222222222222222,"No"
"CDSN",0.00297619047619048,0,0.0248015873015873,"No"
"CEACAM1",0.00257936507936508,0,0.0134920634920635,"No"
"CEACAM21",0.0117063492063492,0,0.0293660714285713,"No"
"CEACAM3",0.00773809523809524,0.000198412698412698,0.0246031746031746,"No"
"CEACAM5",0.00793650793650793,0.000198412698412698,0.0226190476190476,"No"
"CEACAM8",0.0194444444444444,0.00396825396825396,0.0470248015873014,"No"
"CEBPB",0.0162698412698413,0.00198412698412698,0.0422619047619047,"No"
"CELA3A",0.00753968253968254,0,0.0261914682539681,"No"
"CEP164",0.00198412698412698,0,0.0172619047619047,"No"
"CEP85",0.0125,0.00178571428571429,0.0357142857142857,"No"
"CERT",0.0198412698412698,0.00496031746031745,0.0414692460317459,"No"
"CES1",0.00654761904761905,0,0.0242063492063492,"No"
"CES2",0.00873015873015873,0.000594246031746039,0.0224206349206349,"No"
"CES3",0.00277777777777778,0,0.0134920634920635,"No"
"CETN2",0.00892857142857142,0.000396825396825395,0.0234126984126984,"No"
"CFC1",0.0125,0.00238095238095238,0.0299613095238094,"No"
"CGA",0.0134920634920635,0.00257837301587302,0.0307549603174602,"No"
"CGREF1",0.0107142857142857,0.000793650793650791,0.0303581349206348,"No"
"CHAC2",0.00376984126984127,0,0.0236111111111111,"No"
"CHEK2",0.010515873015873,0.00119047619047619,0.0353174603174603,"No"
"CHGB",0.00912698412698413,0.000595238095238093,0.0248015873015873,"No"
"CHI3L1",0.00396825396825397,0,0.0196428571428571,"No"
"CHIT1",0.00992063492063493,0,0.0305565476190475,"No"
"CHL1",0.00376984126984127,0,0.0212301587301587,"No"
"CHMP1A",0.0180555555555555,0.00277777777777777,0.0460327380952379,"No"
"CHRDL1",0.0109126984126984,0,0.0339295634920633,"No"
"CHRDL2",0,0,0.0113105158730157,"No"
"CIAPIN1",0.0136904761904762,0.00277777777777778,0.0327390873015871,"No"
"CKAP4",0.0111111111111111,0.00119047619047619,0.0343263888888887,"No"
"CKMT1A_CKMT1B",0.00833333333333333,0.000396825396825395,0.0234126984126984,"No"
"CLC",0.0180555555555556,0.00476190476190476,0.0384920634920635,"No"
"CLEC10A",0.0140873015873016,0.00178571428571429,0.039484126984127,"No"
"CLEC11A",0.00436507936507936,0,0.0168660714285713,"No"
"CLEC14A",0.00535714285714286,0,0.0218253968253968,"No"
"CLEC1A",0.00555555555555555,0,0.032143849206349,"No"
"CLEC1B",0.00753968253968254,0,0.0196428571428571,"No"
"CLEC4A",0.00773809523809523,0,0.0295634920634921,"No"
"CLEC4C",0.00297619047619047,0,0.0224206349206349,"No"
"CLEC4D",0.0146825396825397,0.00277777777777778,0.0311517857142855,"No"
"CLEC4G",0.00595238095238095,0,0.025,"No"
"CLEC5A",0.0128968253968254,0.000992063492063492,0.046031746031746,"No"
"CLEC6A",0.0188492063492063,0.00277678571428571,0.0444444444444444,"No"
"CLEC7A",0.0123015873015873,0.000793650793650791,0.0365089285714284,"No"
"CLIP2",0.00535714285714286,0,0.025,"No"
"CLMP",0.00773809523809523,0,0.0408740079365078,"No"
"CLPP",0.00456349206349206,0,0.0204374999999998,"No"
"CLPS",0.00833333333333333,0,0.0277777777777778,"No"
"CLSPN",0.00773809523809524,0,0.0228184523809522,"No"
"CLSTN1",0.0130952380952381,0.00178571428571429,0.0323412698412698,"No"
"CLSTN2",0.00892857142857143,0,0.0301587301587302,"No"
"CLTA",0.0128968253968254,0.00218253968253968,0.0343253968253968,"No"
"CLUL1",0.00873015873015873,0.000595238095238093,0.0216269841269841,"No"
"CNDP1",0.00714285714285714,0,0.0214285714285714,"No"
"CNPY2",0.00357142857142857,0,0.0224206349206349,"No"
"CNPY4",0.00654761904761905,0,0.0216269841269841,"No"
"CNST",0.00138888888888889,0,0.0111111111111111,"No"
"CNTN1",0.00714285714285714,0,0.021627976190476,"No"
"CNTN2",0.00476190476190476,0,0.0142857142857143,"No"
"CNTN3",0.00277777777777778,0,0.0113095238095238,"No"
"CNTN4",0.00515873015873015,0,0.0220238095238095,"No"
"CNTN5",0.00853174603174603,0,0.0244047619047619,"No"
"CNTNAP2",0.00813492063492063,0.000396825396825395,0.0188492063492063,"No"
"COL18A1",0.0107142857142857,0.00178571428571429,0.0297619047619048,"No"
"COL1A1",0.00297619047619048,0,0.0160714285714286,"No"
"COL4A1",0.00694444444444445,0,0.0232142857142857,"No"
"COL6A3",0.0125,0.00317460317460317,0.0253978174603173,"No"
"COL9A1",0.0119047619047619,0,0.0384930555555554,"No"
"COLEC12",0.0148809523809524,0.00396825396825397,0.0303571428571428,"No"
"COMP",0.00297619047619048,0,0.015080357142857,"No"
"COMT",0.0162698412698413,0.00277777777777778,0.0412698412698413,"No"
"COPE",0.00357142857142857,0,0.0125,"No"
"CORO1A",0.0162698412698413,0.00456349206349206,0.0349206349206349,"No"
"COX5B",0.00535714285714285,0,0.0196428571428571,"No"
"CPA1",0.0117063492063492,0.000793650793650791,0.0371031746031746,"No"
"CPA2",0.0170634920634921,0.00357142857142857,0.0355168650793649,"No"
"CPB1",0.0136904761904762,0.000992063492063492,0.0376994047619046,"No"
"CPE",0.00198412698412698,0,0.0113095238095238,"No"
"CPM",0.00714285714285714,0,0.0267857142857143,"No"
"CPPED1",0.0138888888888889,0.000793650793650791,0.044643849206349,"No"
"CPVL",0.0142857142857143,0.00277777777777778,0.0311517857142856,"No"
"CPXM1",0.00555555555555555,0,0.0182539682539682,"No"
"CR2",0.00515873015873016,0,0.0184523809523809,"No"
"CRACR2A",0.0165674603174603,0.00357142857142857,0.0384930555555554,"No"
"CRADD",0.0130952380952381,0.00178571428571429,0.0341269841269841,"No"
"CREG1",0.0125,0.00119047619047619,0.031547619047619,"No"
"CRELD2",0.00317460317460318,0,0.019047619047619,"No"
"CRH",0.0142857142857143,0.00119047619047619,0.0347222222222222,"No"
"CRHBP",0.00833333333333333,0.000792658730158737,0.0200406746031744,"No"
"CRHR1",0.0115079365079365,0.000595238095238093,0.0339285714285714,"No"
"CRIM1",0.00753968253968253,0,0.025,"No"
"CRIP2",0.0103174603174603,0.00178571428571429,0.0234126984126984,"No"
"CRISP2",0.00357142857142857,0,0.0174613095238094,"No"
"CRKL",0.0154761904761905,0.00396726190476191,0.0307539682539682,"No"
"CRLF1",0.00357142857142857,0,0.0281746031746032,"No"
"CRNN",0.00357142857142857,0,0.0252003968253965,"No"
"CRTAC1",0.00317460317460317,0,0.0121031746031746,"No"
"CRTAM",0.0242063492063492,0.0107142857142857,0.0406746031746032,"Yes"
"CRX",0.00753968253968254,0,0.0244057539682538,"No"
"CSF1",0.00892857142857143,0,0.0283730158730159,"No"
"CSF2RA",0,0,0.00992063492063492,"No"
"CSF3",0.00634920634920635,0,0.0232152777777776,"No"
"CST3",0.0113095238095238,0.000992063492063492,0.0297628968253967,"No"
"CST5",0.0115079365079365,0.00178571428571429,0.0259920634920635,"No"
